Name,Book,Feat Type,Bonus Feat?,Prerequisites,Description
Great and Small,CCha 59,Wild,No,"Wild shape class feature, ability to assume the form of a Large creature using wild shape",Grow or shrink one size category
Swift Wild Shape,CCha 62,Wild,No,"Dex 13, Fast Wild Shape, wild shape class feature",Use wild shape as a swift action
Venom’s Gift,CCha 63,Wild,No,"Two other wild feats, wild shape class feature, ability to assume plant form using wild shape",Imbue your natural attacks with poison for 1 round/level
Arcane Disciple,CDiv 79,General,No,"Knowledge (religion) 4 ranks, Spellcraft 4 ranks, deity’s alignment",Add spells from a domain to your class list
Augment Healing,CDiv 79,General,No,Heal 4 ranks,Healing spells do +2 per spell level
Domain Focus,CDiv 80,General,No,Access to relevant domain, +1 caster levels for one domain
Empower Turning,CDiv 81,General,No,Ability to turn or rebuke undead,Can turn more undead
Improved Smiting,CDiv 82,General,No,"Cha 13, smite ability",Your smite gains an alignment for overcoming DR and +1d6 damage
Practiced Spellcaster,CDiv 82,General,No,Spellcraft 4 ranks,Your caster level is +4 but not above your HD
Quicken Turning,CDiv 84,General,No,Ability to turn or rebuke undead,Can turn undead as a free action
"Spell Focus (Chaos, Evil, Good, Law)",CDiv 84,General,No,Relevant alignment , +1 bonus on save DCs for spells with alignment descriptor
Spontaneous Healer,CDiv 84,General,No,"Knowledge (religion) 4 ranks, nonevil",Swap out your spells for cure spells on your list
Spontaneous Summoner ,CDiv 85,General,No,"Knowledge (nature) 4 ranks, partly neutral alignment",Swap out your spells for summon nature’s ally
Spontaneous Wounder,CDiv 85,General,No,"Knowledge (religion) 4 ranks, nongood",Swap out your spells for inflict spells on your list
Disciple of the Sun,CDiv 80,Divine,No,"Ability to turn or rebuke undead, good alignment",Spend an extra turn attempt to destroy undead instead of turning them
Divine Metamagic,CDiv 80,Divine,No,Ability to turn or rebuke undead,*Spend turn/rebuke attempts to enhance spells with a metamagic feat
Divine Spell Power,CDiv 80,Divine,No,Ability to turn or rebuke undead,Spend turn/rebuke attempts to increase your caster level
Glorious Weapons,CDiv 82,Divine,No,Ability to turn or rebuke undead,Allies’ weapons gain an alignment for overcoming DR
Domain Spontaneity,CDiv 80,Divine,No,Ability to turn or rebuke undead,Spend turn/rebuke attempt to spontaneously cast a domain spell
Elemental Smiting,CDiv 81,Divine,No,Ability to turn/rebuke elementals,Spend turn/rebuke attempt to smite an elemental
Elemental Healing,CDiv 80,Divine,No,Ability to turn/rebuke elementals,Spend turn/rebuke attempt to heal nearby elementals
Profane Boost,CDiv 84,Divine,No,Ability to turn/rebuke undead,Nearby inflict spells are maximized for 1 round
Sacred Boost,CDiv 84,Divine,No,Ability to turn/rebuke undead,Nearby cure spells are maximized for 1 round
Sacred Healing,CDiv 84,Divine,No,"Heal 8 ranks, ability to turn/rebuke undead",Allies gain fast healing 3 for a short time
True Believer,CDiv 86,Divine,No,"Worship one deity, alignment within one step of deity’s",Gain a +3 bonus on one save each day
Sanctify Relic,CDiv 84,Item Creation,No,"Any other item creation feat, caster level 7th",Make magic items with a divine connection
Consecrate Spell,CDiv 79,Metamagic,No,Any good alignment,Spell gains the good descriptor
Corrupt Spell,CDiv 79,Metamagic,No,Any evil alignment,Spell gains the evil descriptor
Rapid Spell,CDiv 84,Metamagic,No,none,Decrease casting time of some spells
Reach Spell,CDiv 84,Metamagic,No,none,Touch spell becomes a ray with 30-ft. range
Transdimensional Spell,CDiv 85,Metamagic,No,none,"Affect incorporeal, ethereal and shadow creatures"
Boar’s Ferocity,CDiv 79,Wild,No,Ability to use wild shape,Fight while at negative hit points
Cheetah’s Speed,CDiv 79,Wild,No,Ability to use wild shape,Speed becomes 50 ft. for 1 hour
Eagle’s Wings,CDiv 80,Wild,No,Ability to use wild shape,Grow wings for 1 hour
Elephant’s Hide,CDiv 81,Wild,No,Ability to wild shape into Large creature,Gain +7 natural armor bonus for 10 minutes
Extra Wild Shape,CDiv 81,Wild,No,Ability to use wild shape,Gain two additional wild shape uses per day
Fast Wild Shape,CDiv 81,Wild,No,Ability to use wild shape,Wild shape as a move equivalent action
Grizzly’s Claws,CDiv 82,Wild,No,Ability to use wild shape,Gain claws for 1 hour
Lion’s Pounce,CDiv 82,Wild,No,Ability to use wild shape,Make a full attack on a charge
Oaken Resilience,CDiv 82,Wild,No,Ability to use wild shape,Become like a tree and gain plants immunities
Serpent’s Venom,CDiv 84,Wild,No,Ability to use wild shape,Gain a poisonous bite attack for 1 minute
Swim like a Fish,CDiv 85,Wild,No,Ability to use wild shape,Swim underwater for 1 hour
Wolverine’s Rage,CDiv 86,Wild,No,Ability to use wild shape,Enter a rage for 5 rounds
Bonus Domain,CDiv 89,Epic,No,"Wis 21, able to cast 9th-level divine spells",Gain access to an additional domain’s spells and granted powers from your deity's list as normal for your domain spells
Epic Devotion,CDiv 89,Epic,No,"Wis 21, Iron Will, alignment different from the chosen component, patron deity who does not accept clerics who have the chosen component",You gain a +4 bonus on saves against spells of the chosen alignment component
Holy Strike,CDiv 89,Epic,No,"Smite evil class feature, any good alignment",Any weapon you wield is treated as a holy weapon
Magical Beast Wild Shape,CDiv 90,"Epic, Wild",No,"Wis 25, Knowledge (nature) 27 ranks, wild shape 6/day",You can use your normal wild shape ability to take the form of a magical beast
Magical Beast Wild Shape,CDiv 90,"Wild, Epic",No,"Wis 25, Knowledge (nature) 27 ranks, wild shape 6/day",You can use your normal wild shape ability to take the form of a magical beast
Negative Energy Burst,CDiv 90,"Epic, Divine",No,"Cha 25, ability to rebuke or command undead, able to cast inflict critical wounds, any evil alignment",Use one rebuke or command undead attempt to unleash a wave of negative energy in a 60-footburst
Negative Energy Burst,CDiv 90,"Divine, Epic",No,"Cha 25, ability to rebuke or command undead, able to cast inflict critical wounds, any evil alignment",Use one rebuke or command undead attempt to unleash a wave of negative energy in a 60-footburst
Positive Energy Aura,CDiv 90,Epic,No,"Cha 25, ability to turn undead, able to cast dispel evil",Every undead creature that comes within 15 feet of you is automatically affected as if you had turned it
Spectral Strike,CDiv 90,Epic,No,"Wis 19, ability to turn or rebuke undead",Your attacks deal damage normally against incorporeal creatures
Undead Mastery,CDiv 90,"Epic, Divine",No,"Cha 21, ability to rebuke or command undead",You may command up to ten times your level in HD of undead
Undead Mastery,CDiv 90,"Divine, Epic",No,"Cha 21, ability to rebuke or command undead",You may command up to ten times your level in HD of undead
Unholy Strike,CDiv 90,Epic,No,"Smite good class feature, any evil alignment",Any weapon you wield is treated as an unholy weapon
Zone of Animation,CDiv 90,"Epic, Divine",No,"Cha 25, Undead Mastery, ability to rebuke or command undead",You can use a rebuke or command undead attempt to animate corpses within range of your rebuke or command attempt
Zone of Animation,CDiv 90,"Divine, Epic",No,"Cha 25, Undead Mastery, ability to rebuke or command undead",You can use a rebuke or command undead attempt to animate corpses within range of your rebuke or command attempt
Alacritous Cogitation,CMa 37,General,Wizard,Must prepare arcane spells,*Spontaneously fill open slot with known spell
Captivating Melody,CMa 40,General,No,"Bardic music, ability to cast arcane spells",Expend bardic music to increase the save DC of an enchantment or illusion spell
Cloudy Conjuration,CMa 40,General,Wizard,Spell Focus (conjuration) or conjurer level 1st,Conjurations accompanied by a cloud of sickening smoke
Dazzling Illusion,CMa 41,General,Wizard,Spell Focus (illusion) or illusionist level 1st,Enemies within 30 feet dazzled when casting illusion spells
Defending Spirit,CMa 41,General,No,Watchful spirit class feature,"Gain an initiative reroll, +2 dodge bonus to AC after reroll"
Delay Potion,CMa 41,General,No,Knowledge (arcana) 1 rank,Delay the benefit of a potion to activate it later as a swift action
Elemental Adept,CMa 42,General,No,Elemental mastery class feature,Cast a spell from your chosen element spontaneously
Energy Abjuration,CMa 42,General,Wizard,Spell Focus (abjuration) or abjurer level 1st,Gain energy resistance when casting abjuration spell
Favored Magic Foe,CMa 42,General,No,Knowledge 6 ranks or favored enemy class feature,Magic is more effective against a particular creature type
Fearsome Necromancy,CMa 42,General,No,Spell Focus (necromancy) or necromancer level 1st,Necromancy spells leave foes shaken
Hasty Spirit,CMa 44,General,No,Watchful spirit class feature,"Gain an initiative reroll, extra move action after using reroll"
Insightful Divination,CMa 44,General,Wizard,Spell Focus (divination) or diviner level 1st,"Gain bonus on initiative, save when casting divination spell"
Magic Device Attunement,CMa 44,General,No,Use Magic Device 1 rank,Attune to item to avoid making Use Magic Device checks
Master of Undeath,CMa 44,General,No,Knowledge (religion) 5 ranks,Control one additional undead that you create
Melodic Casting,CMa 44,General,No,"Perform 4 ranks, Spellcraft 4 ranks, bardic music class feature","Use Perform in place of Concentration, cast spells while using bardic music"
Metamagic School Focus,CMa 45,General,Wizard,Spell Focus (chosen school) or specialist wizard,Reduce the cost of adding metamagic feats to spells of a chosen school of magic 3/day
Metamagic Spell Trigger,CMa 45,General,No,"Any metamagic feat, Use Magic Device or Spellcraft 15 ranks",Use metamagic feats with spell trigger items
Piercing Evocation,CMa 46,General,Wizard,Spell Focus (evocation) or evoker level 1st,10 points of energy damage from evocation spells becomes untyped damage
Ranged Recall,CMa 46,General,No,"Spellcraft 4 ranks, Point Blank Shot, Weapon Focus (ranged spell)",Reroll missed spell or spell-like ranged attack at –5 penalty
Rapid Metamagic,CMa 46,General,No,"Spellcraft 12 ranks, ability to spontaneously cast spells",Apply metamagic feats without increasing casting time
Somatic Weaponry,CMa 47,General,No,"Concentration 5 ranks, Spellcraft 5 ranks",Cast spells with somatic components while hands are full
Toughening Transmutation,CMa 48,General,Wizard,Spell Focus (transmutation) or transmuter level 1st,Grant temporary DR when casting a transmutation spell
Unsettling Enchantment,CMa 48,General,Wizard,Spell Focus (enchantment) or enchanter level 1st,Enchantment spells hinder foe's attacks and defense
Vengeful Spirit,CMa 48,General,No,Watchful spirit class feature,"Gain initiative reroll, foe takes half damage dealt you"
Fey Heritage,CMa 43,Heritage,No,Nonlawful alignment, +3 bonus on Will saves against enchantments
Fey Legacy,CMa 43,Heritage,No,"Nonlawful alignment, Fey Heritage, character level 9th",Gain spell-like abilities
Fey Power,CMa 43,Heritage,No,"Nonlawful alignment, Fey Heritage"," +1 to CL and save DC on enchantment spells, invocations"
Fey Presence,CMa 43,Heritage,No,"Nonlawful alignment, Fey Heritage, character level 6th",Gain spell-like abilities
Fey Skin,CMa 43,Heritage,No,"Nonlawful alignment, Fey Heritage",Gain DR/cold iron
Fiendish Heritage,CMa 43,Heritage,No,Non-good alignment,"Gain bonus to saves against poison, spells by good creatures"
Fiendish Legacy,CMa 43,Heritage,No,"Non-good alignment, Fiendish Heritage, character level 9th",Gain spell-like abilities
Fiendish Power,CMa 43,Heritage,No,"Non-good alignment, Fiendish Heritage",+1 to CL and save DC on evil spells and invocations
Fiendish Presence,CMa 43,Heritage,No,"Non-good alignment, Fiendish Heritage, character level 6th",Gain spell-like abilities
Fiendish Resistance,CMa 43,Heritage,No,"Non-good alignment, Fiendish Heritage",Gain acid and fire resistance
Retributive Spell,CMa 47,Metamagic,No,none,Affect an attacker with a spell when struck by a melee attack
Acidic Splatter,CMa 37,Reserve,No,Ability to cast 2nd-level spells,"Create orb of acid 1d6 damage/spell level, +1 CL on acid spells"
Aquatic Breath,CMa 39,Reserve,No,Ability to cast 3rd-level spells,"Breathe normally in air or water, +1 CL on water spells"
Blade of Force,CMa 40,Reserve,No,Ability to cast 3rd-level spells,"Surround a weapon in force, +1 CL on force spells"
Borne Aloft,CMa 40,Reserve,No,Ability to cast 5th-level spells,"Fly 30 feet once per round, +1 CL on air spells"
Clap of Thunder,CMa 40,Reserve,No,Ability to cast 3rd-level spells,"Touch attack does 1d6 damage/spell level and bestows deafness, +1 CL on sonic spells"
Clutch of Earth,CMa 40,Reserve,No,Ability to cast 2nd-level spells,"Impede creature's movement, +1 CL on earth spells"
Dimensional Jaunt,CMa 41,Reserve,No,Ability to cast 4th-level spells,"Teleport 5 feet/spell level, +1 CL on teleportation spells"
Dimensional Reach,CMa 41,Reserve,No,Ability to cast 3rd-level spells,"Summon a small item, +1 CL on summoning spells"
Drowning Glance,CMa 41,Reserve,No,Ability to cast 4th-level spells,"Exhaust an air-breathing foe, +1 CL on water spells"
Face-Changer,CMa 42,Reserve,No,Ability to cast 3rd-level spells,"Alter your appearance, +1 CL on glamer spells"
Fiery Burst,CMa 43,Reserve,No,Ability to cast 2nd-level spells,"Create fire burst 1d6 damage/spell level, +1 CL on fire spells"
Hurricane Breath,CMa 44,Reserve,No,Ability to cast 2nd-level spells,"Bull rush foes from a distance, +1 CL on air spells"
Invisible Needle,CMa 44,Reserve,No,Ability to cast 3rd-level spells,"Create force dart 1d4 damage/spell level, +1 CL on force spells"
